(00003717, down)
(00003817, up)
(00003847, back)
(00003940, down)
(00003957, left)
(00003963, front)
(00004003, right)
(00004005, back)
(00004054, down)
(00004056, down)
(00004106, up)
(00004108, down)
(00004199, up)
(00004238, left)
(00004252, left)
(00004333, right)
(00004341, down)
(00004347, right)
(00004352, back)
(00004353, down)
(00004370, right)
(00004391, up)
(00004393, down)
(00004406, right)
(00004418, down)
(00004421, up)
(00004423, down)
(00004452, up)
(00004473, back)
(00004509, up)
(00004622, up)
(00004666, right)
(00004700, down)
(00004712, up)
(00004717, back)
(00004730, up)
(00004733, down)
(00004799, right)
(00004800, right)
(00004850, back)
(00004851, front)
(00004852, front)
(00004854, front)
(00004855, front)
(00004857, left)
(00004859, back)
(00004885, left)
(00004886, left)
(00004888, right)
(00004889, down)
(00004903, right)
(00004926, up)
(00004927, down)
(00004930, down)
(00004953, right)
(00004960, up)
(00004981, down)
(00004996, left)
(00005017, down)
(00005036, up)
(00005038, down)
(00005041, up)
(00005042, front)
(00005044, up)
(00005057, down)
(00005080, up)
(00005081, down)
(00005083, up)
(00005084, right)
(00005153, front)
(00005180, down)
(00005229, down)
(00005247, left)
(00005268, up)
(00005270, up)
(00005317, down)
(00005318, down)
(00005338, right)
(00005362, left)
(00005380, right)
(00005433, left)
(00005463, back)
(00005471, right)
(00005481, left)
(00005484, up)
(00005496, down)
(00005497, left)
(00005498, up)
(00005503, down)
(00005513, up)
(00005531, up)
(00005569, left)
(00005580, left)
(00005667, up)
(00005730, down)
(00005737, down)
(00005746, front)
(00005787, down)
(00005801, left)
(00005816, back)
(00005821, up)
(00005822, down)
(00005882, up)
(00005885, down)
(00005894, down)
(00005898, down)
(00005899, down)
(00005917, back)
(00005921, up)
(00005929, up)
(00005946, right)
(00006066, down)
(00006080, down)
(00006109, down)
(00006149, back)
(00006154, up)
(00006196, down)
(00006245, down)
(00006255, up)
(00006273, down)
(00006284, left)
(00006459, right)
(00006462, back)
(00006464, left)
(00006467, right)
(00006473, left)
(00006495, down)
(00006519, up)
(00006528, up)
(00006544, right)
(00006546, right)
(00006547, down)
(00006560, back)
(00006585, right)
(00006589, down)
(00006627, right)
(00006669, down)
(00006677, down)
(00006685, right)
(00006725, down)
(00006748, right)
(00006787, left)
(00006816, down)
(00006848, left)
(00006873, left)
(00006874, left)
(00006875, left)
(00006881, down)
(00006882, right)
(00006883, down)
(00006895, down)
(00006941, left)
(00006944, left)
(00006954, up)
(00006968, up)
(00007017, back)
(00007026, front)
(00007055, down)
(00007059, down)
(00007080, down)
(00007090, down)
(00007111, back)
(00007128, up)
(00007143, left)
(00007144, right)
(00007150, back)
(00007159, down)
(00007166, front)
(00007186, up)
(00007191, left)
(00007192, up)
(00007202, front)
(00007260, up)
(00007261, down)
(00007265, front)
(00007282, right)
(00007532, back)
(00007544, down)
(00007571, left)
(00007573, right)
(00007589, down)
(00007590, down)
(00007617, right)
(00007635, right)
(00007636, up)
(00007645, left)
(00007652, back)
(00007670, down)
(00007695, left)
(00007738, back)
(00007808, left)
(00007809, left)
(00007823, left)
(00007827, back)
(00007841, down)
(00007863, right)
(00007871, down)
(00007922, down)
(00007930, right)
(00007936, down)
(00007960, left)
(00008013, up)
(00008117, left)
(00008163, right)
(00008164, right)
(00008165, right)
(00008298, down)
(00008299, down)
(00008302, down)
(00008308, down)
(00008317, down)
(00008336, up)
(00008359, left)
(00008401, down)
(00008433, right)
(00008451, down)
(00008455, left)
(00008456, left)
(00008473, back)
(00008532, right)
(00008556, left)
(00008629, back)
(00008657, front)
(00008696, down)
(00008697, down)
(00008703, down)
(00008714, right)
(00008719, up)
(00008750, left)
(00008761, up)
(00008810, down)
(00008919, right)
(00008940, left)
(00008954, right)
(00008958, left)
(00008973, up)
(00008980, up)
(00008993, up)
(00009017, front)
(00009045, front)
(00009078, up)
(00009270, back)
(00009279, front)
(00009337, down)
(00009377, up)
(00009423, left)
(00009424, down)
(00009517, right)
(00009519, right)
(00009526, back)
(00009528, right)
(00009529, down)
(00009547, right)
(00009550, left)
(00009560, down)
(00009579, down)
(00009698, down)
(00009700, down)
(00009748, right)
(00009770, down)
(00009779, up)
(00009802, right)
(00009875, down)
(00009890, down)
(00009891, down)
(00009924, front)
(00009931, down)
(00009933, right)
(00009934, right)
(00009943, down)
(00009944, down)
(00009958, down)
(00009959, down)
(00010022, down)
(00010024, back)
(00010054, up)
(00010065, down)
(00010090, up)
(00010110, right)
(00010153, front)
(00010158, down)
(00010162, left)
(00010163, right)
(00010164, right)
(00010169, right)
(00010198, left)
(00010242, left)
(00010258, down)
(00010259, down)
(00010265, back)
(00010268, down)
(00010319, left)
(00010320, left)
(00010338, down)
(00010376, back)
(00010383, down)
(00010392, right)
(00010394, down)
(00010395, back)
(00010427, left)
(00010443, down)
(00010457, down)
(00010510, right)
(00010512, up)
(00010529, right)
(00010534, right)
(00010556, up)
(00010600, up)
(00010605, down)
(00010612, front)
(00010624, left)
(00010625, left)
(00010680, down)
(00010701, up)
(00010718, down)
(00010734, up)
(00010744, down)
(00010775, up)
(00010777, front)
(00010783, down)
(00010875, down)
(00010887, down)
(00010893, down)
(00010900, left)
(00010945, right)
(00010966, right)
(00010980, up)
(00011031, down)
(00011037, right)
(00011049, front)
(00011093, right)
(00011096, down)
(00011112, down)
(00011123, down)
(00011162, left)
(00011178, front)
(00011286, down)
(00011319, down)
(00011335, up)
(00011348, right)
(00011350, down)
(00011351, down)
(00011405, right)
(00011414, up)
(00011421, down)
(00011439, down)
(00011449, down)
(00011488, back)
(00011496, back)
(00011542, down)
(00011549, down)
(00011573, back)
(00011576, back)
(00011599, right)
(00011634, left)
(00011733, back)
(00011866, left)
(00011873, right)
(00011881, right)
(00011890, front)
(00011909, left)
(00011929, front)
(00012001, front)
(00012031, back)
(00012163, down)
(00012189, down)
(00012234, up)
(00012239, down)
(00012257, up)
(00012264, up)
(00012353, up)
(00012371, right)
(00012452, down)
(00012485, front)
(00012486, front)
(00012504, down)
(00012580, up)
(00012639, down)
(00012704, right)
(00012729, back)
(00012744, left)
(00012807, up)
(00012823, down)
(00012824, down)
(00012867, back)
(00012874, left)
(00012922, left)
(00012995, down)
(00013012, up)
(00013022, up)
(00013063, up)
(00013064, front)
(00013078, left)
(00013095, up)
(00013101, left)
(00013166, down)
(00013238, down)
(00013239, left)
(00013263, up)
(00013278, up)
(00013279, up)
(00013303, left)
(00013305, left)
(00013425, left)
(00013532, right)
(00013564, down)
(00013605, up)
(00013633, down)
(00013671, up)
(00013696, left)
(00013722, left)
(00013774, right)
(00013841, up)
(00013868, left)
(00013890, right)
(00013894, down)
(00013930, right)
(00013934, down)
(00014007, left)
(00014019, right)
(00014041, up)
(00014061, down)
(00014090, down)
(00014100, front)
(00014203, down)
(00014230, front)
(00014237, down)
(00014246, down)
(00014345, up)
(00014479, right)
(00014486, down)
(00014496, left)
(00014531, left)
(00014555, up)
(00014582, back)
(00014583, left)
(00014675, down)
(00014676, down)
(00014677, up)
(00014720, right)
(00014753, down)
(00014754, down)
(00014755, down)
(00014756, right)
(00014771, back)
(00014773, left)
(00014774, down)
(00014791, right)
(00014792, right)
(00014793, down)
(00014827, front)
(00014868, left)
(00014920, up)
(00014923, down)
(00014924, up)
(00014925, up)
(00014981, down)
(00015023, down)
(00015033, right)
(00015051, down)
(00015055, down)
(00015122, back)
(00015139, up)
(00015161, up)
(00015165, right)
(00015172, left)
(00015180, up)
(00015208, down)
(00015253, right)
(00015254, front)
(00015257, back)
(00015260, left)
(00015288, left)
(00015295, right)
(00015417, down)
(00015418, up)
(00015461, down)
(00015500, front)
(00015521, up)
(00015536, back)
(00015610, down)
(00015618, left)
(00015629, right)
(00015633, right)
(00015642, back)
(00015644, front)
(00015645, front)
(00015647, up)
(00015660, down)
(00015682, up)
(00015683, up)
(00015692, up)
(00015704, up)
(00015712, down)
(00015714, down)
(00015715, left)
(00015716, down)
(00015718, up)
(00015721, down)
(00015723, down)
(00015725, down)
(00015726, down)
(00015727, down)
(00015736, up)
(00015742, down)
(00015750, up)
(00015753, up)
(00015760, up)
(00015762, left)
(00015778, back)
(00015784, down)
(00015802, right)
(00015819, down)
(00015825, down)
(00015828, right)
(00015831, down)
(00015834, up)
(00015835, down)
(00015840, up)
(00015841, down)
(00015851, up)
(00015853, up)
(00015863, up)
(00015868, back)
(00015915, up)
(00015987, down)
(00016025, down)
(00016042, down)
(00016061, down)
(00016072, right)
(00016079, right)
(00016081, front)
(00016082, left)
(00016183, up)
(00016188, right)
(00016195, right)
(00016222, down)
(00016343, left)
(00016366, left)
(00016374, up)
(00016410, down)
(00016416, front)
(00016422, right)
(00016423, right)
(00016424, back)
(00016425, front)
(00016426, back)
(00016447, down)
(00016449, down)
(00016469, right)
(00016506, up)
(00016542, down)
(00016558, right)
(00016584, left)
(00016585, left)
(00016586, down)
(00016624, down)
(00016635, up)
(00016705, right)
(00016783, left)
(00016797, up)
(00016812, right)
(00016823, down)
(00016876, down)
(00016877, right)
(00016896, down)
(00016941, down)
(00016946, down)
(00016947, right)
(00016948, down)
(00016981, down)
(00016984, left)
(00016995, down)
(00016996, right)
(00017004, back)
(00017009, down)
(00017010, down)
(00017017, left)
(00017020, left)
(00017044, front)
(00017062, down)
(00017063, down)
(00017064, front)
(00017068, down)
(00017069, left)
(00017070, down)
(00017075, down)
(00017076, down)
(00017077, right)
(00017078, left)
(00017079, down)
(00017083, down)
(00017084, down)
(00017085, front)
(00017089, down)
(00017090, down)
(00017091, right)
(00017095, down)
(00017096, down)
(00017097, back)
(00017101, down)
(00017102, right)
(00017103, down)
(00017104, down)
(00017108, down)
(00017109, down)
(00017110, front)
(00017114, down)
(00017115, down)
(00017116, right)
(00017117, right)
(00017118, down)
(00017120, back)
(00017125, left)
(00017126, down)
(00017130, down)
(00017131, left)
(00017132, down)
(00017136, down)
(00017137, left)
(00017138, down)
(00017142, down)
(00017143, right)
(00017144, down)
(00017148, down)
(00017149, down)
(00017153, down)
(00017154, down)
(00017155, back)
(00017159, down)
(00017160, down)
(00017161, right)
(00017165, down)
(00017166, left)
(00017170, down)
(00017171, left)
(00017173, right)
(00017174, right)
(00017175, down)
(00017177, down)
(00017178, right)
(00017179, left)
(00017183, down)
(00017185, right)
(00017263, down)
(00017268, down)
(00017269, down)
(00017270, right)
(00017271, down)
(00017275, right)
(00017276, left)
(00017280, right)
(00017281, down)
(00017282, down)
(00017286, down)
(00017287, right)
(00017288, left)
(00017289, back)
(00017293, down)
(00017294, down)
(00017295, left)
(00017299, down)
(00017300, down)
(00017301, right)
(00017303, down)
(00017304, right)
(00017305, right)
(00017307, front)
(00017310, left)
(00017314, down)
(00017315, down)
(00017316, right)
(00017317, right)
(00017319, down)
(00017320, down)
(00017321, right)
(00017323, down)
(00017324, right)
(00017325, left)
(00017330, down)
(00017331, down)
(00017333, down)
(00017334, down)
(00017338, down)
(00017339, down)
(00017340, right)
(00017344, down)
(00017345, down)
(00017346, right)
(00017360, down)
(00017361, right)
(00017362, down)
(00017366, down)
(00017367, right)
(00017368, up)
(00017372, down)
(00017373, down)
(00017374, right)
(00017375, left)
(00017376, down)
(00017391, down)
(00017392, down)
(00017393, left)
(00017399, right)
(00017454, down)
(00017455, right)
(00017456, left)
(00017460, down)
(00017461, left)
(00017462, down)
(00017463, down)
(00017466, down)
(00017467, right)
(00017468, right)
(00017483, right)
(00017533, down)
(00017561, down)
(00017562, down)
(00017598, right)
(00017602, down)
(00017611, down)
(00017645, down)
(00017648, left)
(00017649, right)
(00017670, down)
(00017698, down)
(00017712, right)
(00017726, down)
(00017729, right)
(00017755, down)
(00017764, down)
(00017765, down)
(00017804, left)
(00017809, left)
(00017831, down)
(00017861, down)
(00017878, right)
(00017903, down)
(00017912, right)
(00017916, front)
(00017927, front)
(00018008, down)
(00018015, down)
(00018051, up)
(00018064, down)
(00018075, right)
(00018153, up)
(00018168, up)
(00018180, right)
(00018184, down)
(00018209, down)
(00018211, up)
(00018218, down)
(00018240, right)
(00018247, left)
(00018339, down)
(00018354, down)
(00018370, down)
(00018371, down)
(00018379, up)
(00018455, up)
(00018456, down)
(00018486, back)
(00018490, up)
(00018539, back)
(00018542, down)
(00018550, down)
(00018700, down)
(00018823, up)
(00018863, right)
(00018869, up)
(00019067, up)
(00019068, up)
(00019081, up)
(00019155, up)
(00019156, up)
(00019247, left)
(00019248, right)
(00019256, left)
(00019259, right)
(00019260, right)
(00019270, down)
(00019330, down)
(00019333, up)
(00019337, front)
(00019395, down)
(00019456, down)
(00019459, up)
(00019460, down)
(00019470, right)
(00019517, right)
(00019648, down)
(00019650, up)
(00019660, right)
(00019674, back)
(00019681, right)
(00019743, down)
(00019780, down)
(00019781, down)
(00019782, left)
(00019783, right)
(00019788, back)
(00019790, left)
(00019820, down)
(00019823, front)
(00019851, right)
(00019949, down)
(00019963, down)
(00020026, right)
(00020041, down)
(00020048, right)
(00020099, down)
(00020218, right)
(00020343, left)
(00020345, down)
(00020366, right)
(00020373, right)
(00020374, right)
(00020376, right)
(00020379, left)
(00020382, up)
(00020383, right)
(00020386, right)
(00020390, down)
(00020392, right)
(00020394, right)
(00020409, right)
(00020410, right)
(00020411, right)
(00020413, right)
(00020416, right)
(00020417, right)
(00020418, right)
(00020419, right)
(00020420, right)
(00020424, down)
(00020426, right)
(00020444, right)
(00020467, down)
(00020472, up)
(00020475, up)
(00020491, right)
(00020492, right)
(00020494, right)
(00020495, right)
(00020496, right)
(00020499, right)
(00020500, right)
(00020501, right)
(00020505, right)
(00020508, right)
(00020562, up)
(00020563, up)
(00020564, up)
(00020658, down)
(00020675, down)
(00020677, left)
(00020710, left)
(00020739, down)
(00020748, front)
(00020768, down)
(00020786, down)
(00020833, back)
(00020841, down)
(00020862, front)
(00020915, right)
(00020929, down)
(00020934, down)
(00020952, right)
(00020963, down)
(00020964, down)
(00020965, down)
(00020966, right)
(00020967, down)
(00020968, down)
(00020982, left)
(00020985, left)
(00021029, right)
(00021036, left)
(00021068, down)
(00021072, right)
(00021074, down)
(00021075, right)
(00021076, right)
(00021079, right)
(00021080, back)
(00021081, down)
(00021082, right)
(00021083, right)
(00021085, down)
(00021104, right)
(00021148, down)
(00021149, right)
(00021156, down)
(00021157, right)
(00021159, right)
(00021173, down)
(00021189, up)
(00021195, down)
(00021214, right)
(00021215, down)
(00021217, back)
(00021290, front)
(00021292, left)
(00021293, up)
(00021295, left)
(00021304, down)
(00021307, back)
(00021330, down)
(00021345, down)
(00021350, down)
(00021358, right)
(00021361, down)
(00021446, down)
(00021452, right)
(00021461, left)
(00021469, up)
(00021488, down)
(00021494, left)
(00021518, up)
(00021521, up)
(00021522, left)
(00021539, right)
(00021541, up)
(00021543, up)
(00021558, left)
(00021583, down)
(00021612, right)
(00021630, up)
(00021684, up)
(00021700, back)
(00021713, up)
(00021719, right)
(00021798, left)
(00021807, front)
(00021816, right)
(00021868, down)
(00021891, left)
(00021901, right)
(00021905, right)
(00021906, left)
(00021908, down)
(00021916, left)
(00021921, right)
(00021922, left)
(00021968, down)
(00021980, left)
(00021982, right)
(00021996, left)
(00021997, right)
(00022003, back)
(00022011, back)
(00022022, up)
(00022058, right)
(00022092, back)
(00022096, down)
(00022118, down)
(00022125, left)
(00022149, down)
(00022155, right)
(00022157, right)
(00022176, right)
(00022190, down)
(00022218, left)
(00022223, back)
(00022231, up)
(00022244, right)
(00022249, right)
(00022252, right)
(00022278, right)
(00022280, right)
(00022281, right)
(00022286, right)
(00022297, left)
(00022336, down)
(00022344, right)
(00022365, down)
(00022392, up)
(00022393, up)
(00022399, up)
(00022402, back)
(00022406, right)
(00022415, right)
(00022445, right)
(00022481, left)
(00022520, down)
(00022537, left)
(00022540, right)
(00022569, down)
(00022597, down)
(00022598, down)
(00022608, right)
(00022664, up)
(00022665, down)
(00022681, front)
(00022781, right)
(00022838, right)
(00022861, left)
(00022907, down)
(00023000, down)
(00023032, down)
(00023042, left)
(00023053, front)
(00023054, right)
(00023055, down)
(00023062, right)
(00023066, down)
(00023090, down)
(00023406, down)
(00023505, up)
(00023508, down)
(00023577, up)
(00023641, down)
(00023792, front)
(00023793, left)
(00023798, right)
(00023953, back)
(00024008, front)
(00024106, back)
(00024112, down)
(00024129, back)
(00024132, front)
(00024162, down)
(00024163, front)
(00024183, back)
(00024251, right)
(00024257, down)
(00024437, left)
(00024441, down)
(00024455, right)
(00024527, down)
(00024554, right)
(00024555, right)
(00024557, front)
(00024562, back)
(00024581, right)
(00024582, right)
(00024603, up)
(00024606, right)
(00024634, down)
(00024635, left)
(00024650, back)
(00024654, down)
(00024655, down)
(00024672, down)
(00024673, back)
(00024696, up)
(00024735, right)
(00024738, down)
(00024749, down)
(00024766, left)
(00024807, down)
(00024840, down)
(00024846, right)
(00024853, right)
(00024865, left)
(00024944, up)
(00024959, right)
(00024999, down)
(00025001, down)
(00025002, down)
(00025003, down)
(00025122, left)
(00025190, down)
(00025194, front)
(00025199, down)
(00025205, left)
(00025271, down)
(00025341, front)
(00025349, front)
(00025360, left)
(00025362, front)
(00025364, back)
(00025375, right)
(00025376, down)
(00025471, left)
(00025514, up)
(00025548, up)
(00025575, left)
(00025628, down)
(00025631, back)
(00025637, right)
(00025651, up)
(00025675, back)
(00025705, left)
(00025812, left)
(00025814, right)
(00025827, down)
(00025830, down)
(00025860, up)
(00025879, left)
(00025917, left)
(00025919, left)
(00025940, right)
(00025954, up)
(00025964, right)
(00025999, right)
(00026029, up)
(00026033, down)
(00026042, back)
(00026051, back)
(00026057, up)
(00026058, front)
(00026117, left)
(00026118, right)
(00026132, left)
(00026133, up)
(00026142, right)
(00026153, right)
(00026159, up)
(00026178, down)
(00026184, right)
(00026199, up)
(00026287, down)
(00026306, up)
(00026327, down)
(00026350, back)
(00026398, right)
(00026399, right)
(00026400, down)
(00026401, right)
(00026449, down)
(00026462, right)
(00026472, down)
(00026479, left)
(00026533, left)
(00026535, down)
(00026539, down)
(00026557, down)
(00026558, down)
(00026573, back)
(00026574, back)
(00026623, up)
(00026636, right)
(00026655, down)
(00026658, left)
(00026675, up)
(00026688, down)
(00026691, right)
(00026694, right)
(00026703, right)
(00026762, left)
(00026767, down)
(00026772, left)
(00026784, right)
(00026785, left)
(00026790, down)
(00026802, back)
(00026822, up)
(00026835, down)
(00026839, up)
(00026848, right)
(00026849, left)
(00026851, down)
(00026865, down)
(00026887, right)
(00026906, down)
(00026927, up)
(00026929, down)
(00026934, up)
(00026940, back)
(00026943, down)
(00026966, right)
(00026978, front)
(00026980, up)
(00027000, right)
(00027004, back)
(00027038, right)
(00027044, down)
(00027104, down)
(00027114, left)
(00027186, down)
(00027187, up)
(00027228, down)
(00027231, down)
(00027238, right)
(00027239, left)
(00027240, left)
(00027241, down)
(00027283, down)
(00027292, back)
(00027298, down)
(00027315, right)
(00027397, up)
(00027411, left)
(00027427, back)
(00027451, front)
(00027455, right)
(00027463, up)
(00027496, down)
(00027504, down)
(00027563, down)
(00027601, up)
(00027609, right)
(00027614, right)
(00027623, right)
(00027637, back)
(00027655, left)
(00027682, down)
(00027704, right)
(00027711, right)
(00027731, up)
(00027773, down)
(00027777, left)
(00027795, up)
(00027807, down)
(00027812, front)
(00027820, back)
(00027850, up)
(00027857, down)
(00027868, left)
(00027891, back)
(00027895, up)
(00027903, right)
(00027968, down)
(00027969, down)
(00028060, down)
(00028109, down)
(00028120, right)
(00028131, back)
(00028149, down)
(00028181, down)
(00028208, down)
(00028226, up)
(00028239, down)
(00028245, front)
(00028251, up)
(00028265, up)
(00028276, right)
(00028300, down)
(00028320, back)
(00028330, left)
(00028331, left)
(00028371, up)
(00028447, right)
(00028487, up)
(00028541, down)
(00028555, left)
(00028557, right)
(00028588, left)
(00028589, left)
(00028590, down)
(00028592, right)
(00028628, down)
(00028639, down)
(00028660, left)
(00028668, right)
(00028689, down)
(00028712, down)
(00028726, left)
(00028732, left)
(00028760, back)
(00028808, down)
(00028881, back)
(00028884, down)
(00028891, down)
(00028901, left)
(00028917, front)
(00028922, left)
(00028923, left)
(00028929, down)
(00028962, down)
(00028973, down)
(00028987, back)
(00029023, back)
(00029040, up)
(00029069, down)
(00029097, down)
(00029111, down)
(00029125, down)
(00029150, left)
(00029209, down)
(00029251, right)
(00029297, down)
(00029300, front)
(00029316, down)
(00029318, right)
(00029319, left)
(00029392, left)
(00029419, down)
(00029519, right)
(00029524, right)
(00029525, left)
(00029531, down)
(00029538, left)
(00029540, right)
(00029542, down)
(00029548, down)
(00029555, left)
(00029592, right)
(00029599, back)
(00029607, back)
(00029618, up)
(00029639, down)
(00029640, down)
(00029699, left)
(00029712, down)
(00029713, back)
(00029715, down)
(00029726, right)
(00029728, front)
(00029738, down)
(00029739, down)
(00029753, back)
(00029754, front)
(00029757, back)
(00029765, right)
(00029781, up)
(00029853, left)
(00029875, left)
(00029895, back)
(00029905, down)
(00029908, right)
(00029926, left)
(00029931, right)
(00029933, down)
(00029937, down)
(00029943, down)
(00029948, back)
(00029965, down)
(00029969, down)
(00029970, down)
(00029972, down)
(00029996, down)
(00029997, down)
(00030003, back)
(00030051, back)
(00030060, down)
(00030073, up)
(00030074, up)
(00030131, back)
(00030160, right)
(00030170, left)
(00030220, down)
(00030242, right)
(00030294, right)
(00030351, right)
(00030360, down)
(00030361, down)
(00030362, back)
(00030388, down)
(00030512, down)
(00030567, down)
(00030597, up)
(00030607, up)
(00030626, down)
(00030656, down)
(00030679, down)
(00030705, up)
(00030803, down)
(00030820, up)
(00030830, down)
(00030843, down)
(00030845, down)
(00030893, down)
(00030987, left)
(00031007, down)
(00031008, back)
(00031012, down)
(00031091, left)
(00031129, left)
(00031141, down)
(00031143, right)
(00031147, down)
(00031161, back)
(00031163, back)
(00031173, back)
(00031230, up)
(00031235, left)
(00031243, back)
(00031244, right)
(00031287, front)
(00031296, up)
(00031297, down)
(00031298, right)
(00031299, left)
(00031300, up)
(00031301, back)
(00031309, up)
(00031348, down)
(00031363, right)
(00031426, down)
(00031452, down)
(00031453, left)
(00031465, right)
(00031534, back)
(00031578, up)
(00031586, down)
(00031599, left)
(00031627, down)
(00031697, left)
(00031709, down)
(00031759, back)
(00031794, up)
(00031911, down)
(00031953, down)
(00031971, left)
(00031988, down)
(00031989, down)
(00031990, down)
(00032044, front)
(00032114, right)
(00032124, up)
(00032157, right)
(00032159, left)
(00032188, down)
(00032210, up)
(00032217, up)
(00032233, up)
(00032238, left)
(00032262, right)
(00032269, left)
(00032274, down)
(00032355, down)
(00032356, down)
(00032399, down)
(00032440, left)
(00032457, right)
(00032459, right)
(00032460, left)
(00032491, down)
(00032502, front)
(00032513, down)
(00032548, right)
(00032582, right)
(00032606, down)
(00032607, up)
(00032608, up)
(00032611, down)
(00032628, left)
(00032650, left)
(00032653, down)
(00032660, up)
(00032668, up)
(00032669, down)
(00032670, down)
(00032671, up)
(00032672, up)
(00032675, back)
(00032679, right)
(00032687, up)
(00032720, down)
(00032734, up)
(00032735, left)
(00032736, left)
(00032748, left)
(00032814, down)
(00032825, back)
(00032842, down)
(00032862, down)
(00032865, right)
(00032886, right)
(00032923, down)
(00032941, up)
(00032970, right)
(00033023, front)
(00033067, down)
(00033069, left)
(00033099, front)
(00033102, back)
(00033121, down)
(00033230, left)
(00033233, left)
(00033264, left)
(00033344, left)
(00033351, right)
(00033388, right)
(00033389, up)
(00033411, up)
(00033417, down)
(00033442, right)
(00033515, down)
(00033524, down)
(00033563, up)
(00033564, up)
(00033598, left)
(00033621, down)
(00033626, front)
(00033630, down)
(00033666, down)
(00033687, right)
(00033695, up)
(00033710, up)
(00033727, down)
(00033735, down)
(00033736, right)
(00033778, right)
(00033796, right)
(00033799, right)
(00033811, down)
(00033818, down)
(00033821, up)
(00033823, up)
(00033838, down)
(00033862, right)
(00033875, front)
(00033882, back)
(00033885, down)
(00033887, down)
(00033900, right)
(00033930, front)
(00033949, down)
(00033968, right)
(00034002, front)
(00034006, left)
(00034011, down)
(00034012, down)
(00034021, down)
(00034100, left)
(00034101, left)
(00034129, right)
(00034138, back)
(00034188, front)
(00034200, down)
(00034218, left)
(00034226, right)
(00034227, down)
(00034228, down)
(00034229, right)
(00034234, left)
(00034236, front)
(00034248, down)
(00034250, down)
(00034255, right)
(00034256, left)
(00034267, right)
(00034270, right)
(00034276, left)
(00034300, front)
(00034391, right)
(00034412, down)
(00034430, down)
(00034437, right)
(00034448, right)
(00034452, left)
(00034461, down)
(00034462, up)
(00034479, down)
(00034489, right)
(00034497, up)
(00034506, down)
(00034509, back)
(00034527, up)
(00034534, down)
(00034535, down)
(00034550, up)
(00034561, right)
(00034611, back)
(00034638, down)
(00034658, down)
(00034664, up)
(00034703, right)
(00034739, down)
(00034744, right)
(00034753, right)
(00034762, up)
(00034786, right)
(00034826, left)
(00034912, right)
(00034917, right)
(00034973, right)
(00034974, left)
(00034975, right)
(00034989, down)
(00034990, down)
(00035000, up)
(00035005, down)
(00035059, down)
(00035060, down)
(00035065, right)
(00035066, down)
(00035085, right)
(00035090, left)
(00035092, left)
(00035093, left)
(00035094, left)
(00035095, left)
(00035097, up)
(00035098, front)
(00035107, front)
(00035109, right)
(00035113, back)
